"N","age.c","ht.c"
3,1.33372676651925,-0.0309075042439518
3,-0.703620131127536,0.0142634130255859
2,1.77829845715314,-0.112505761899103
0,1.24371830467135,-0.114391164061226
1,-0.504620329476893,-0.0136463573856505
0,0.871959377080202,-0.271618534145968
2,-1.27948961872607,-0.0370456492332757
2,0.0296357097104192,0.0784788804051695
0,-0.827040842734277,0.0838923119904857
0,0.486307570710778,0.0290627136211188
4,-0.836768703535199,-0.0660583875674615
4,0.704636326059699,-0.0510758276556441
5,-1.04451293312013,0.00225864959357835
0,0.174254101701081,0.153152823499945
2,-1.11075088940561,0.00911287738635314
2,1.97063997853547,-0.0443131982610145
2,-1.67546843085438,0.214647455824236
4,1.53236597124487,-0.079573611073346
2,1.25858872570097,-0.114877896176312
5,0.589299735613167,0.0453090839737424
3,-1.44427308067679,0.0447381631140509
0,-1.93787023052573,-0.287361745196222
2,-1.22896170429885,0.0229927285935332
2,0.108845268376172,0.0103669743855133
0,-1.73935609124601,0.112741394813608
2,1.71846724767238,0.179020289478164
2,-0.76748004835099,-0.0539718063021272
0,-1.94883404579014,0.0400272092028888
0,0.538584713824093,0.207771947492304
3,-0.798846669495106,-0.068632554188812
2,0.110538676381111,-0.0301495905748701
3,-0.956149877049029,0.0693984770386324
0,-1.43917470425367,0.067611234169404
5,1.01711797341704,-0.0326377054567798
2,-0.363800936378539,0.108520201893118
1,0.371191425248981,0.037349665346609
3,0.753483946435153,-0.131806245393498
2,-1.37934745848179,-0.134081480648973
3,-0.818672173656523,-0.0769830876594167
1,0.414785169996321,0.0665167569314296
2,1.84643671382219,-0.063402060312117
0,1.2910053357482,-0.145320448354368
3,0.963836167007685,-0.19329350645768
0,1.60365452803671,-0.0779229346813284
0,0.195574061013758,-0.00876594362737759
1,0.421552146784961,-0.0862104548904087
3,1.69728764053434,-0.052250196323111
7,-1.50296192243695,0.128941970587461
3,1.70321081858128,0.130021116936541
2,-1.2058975091204,-0.0666000173565012
0,1.42743653804064,0.117376066465525
1,1.08525760751218,-0.0499603667877824
1,0.547794604673982,-0.0384931549246684
2,-1.91050302796066,0.0179387042675383
1,0.117878424935043,-0.0829233402714075
2,-0.333004750311375,-0.166969644488123
3,-0.720978948287666,-0.0882132385667348
2,0.822239451110363,0.154225945095277
6,0.670002195052803,-0.0629968927684783
1,1.36696019675583,0.0335339284452614
2,-0.105041734874249,-0.047062996918657
3,-0.541707872413099,-0.0913048271490827
1,-1.94269491359591,0.162010846553334
1,-1.09636856522411,0.0711759052164025
3,1.29997615888715,-0.0506514763184509
2,1.27111547254026,-0.0274632573022393
1,1.02089311555028,-0.117857412231732
3,1.36955730244517,0.0679986707695885
6,1.5816444484517,0.0743592050918076
1,0.379622867330909,-0.147827310138672
2,-1.20712589472532,-0.0354288845568628
0,-0.217225464992225,0.0342126501520441
2,-1.58519089967012,-0.102574485357591
6,-0.139859245158732,-0.107100500095609
1,1.85082988999784,-0.0903642969305066
3,0.747340995818377,-0.126217533285707
3,1.13612902164459,0.0573947360785143
2,-0.214504753239453,-0.0961608287359459
0,1.28920306544751,-0.0305862822703272
5,0.3992257444188,-0.20190866755135
4,1.3445845739916,-0.0550355146131046
3,0.838210116140544,0.0660038769129832
1,-0.232475557364523,0.0768473860027552
2,1.69898667838424,-0.0995084588642264
2,1.11481555551291,-0.0624512208194343
3,0.702964171767235,0.0540708282626206
5,-1.41730897221714,0.0715051134775109
4,1.32401296962053,0.0811670142419367
1,1.95279900263995,-0.0872919197292782
0,0.77437674626708,0.0344580082095371
1,1.26672523096204,-0.189273636856763
0,-0.546623798087239,0.0800056131128861
3,-0.00917540397495031,0.0994128459020733
3,1.87170610856265,0.191731043332069
0,-0.33762196265161,0.0582617008330792
4,-1.02827279642224,0.077728356075367
2,-0.264726878143847,-0.152931084771655
3,-0.203939781524241,0.0824251866176191
2,1.85088855959475,0.12138270429279
3,-1.37484888546169,0.173145078931282
3,-0.734445785172284,0.0831906837082741
3,1.60504738613963,-0.0263378417262737
3,-1.99806256778538,0.0555117953622852
2,0.131939646787941,0.0754762286424353
0,-0.1147321164608,-0.0729389054332947
5,-0.0507161691784859,0.0567693736165711
3,0.934004737995565,0.131034650331117
2,-0.808244217187166,0.11980163576168
4,0.923182443715632,-0.0163366852920209
2,-0.475009319372475,0.0316018712291806
1,0.480653358623385,0.0316685263692074
3,-1.91345033235848,-0.0739673064231392
2,0.754431199282408,0.123897758576699
0,-0.26724299415946,-0.0259881919428263
0,-0.196080996654928,0.0338411734290247
2,0.719189061783254,-0.00508681954978452
2,1.21039052680135,-0.0118329839730321
2,-0.699409851804376,-0.189943119343318
3,-1.38117132801563,0.03500157739262
1,-0.913343250751495,0.0541241517868649
4,-1.62931563425809,-0.0569536686484257
2,0.816530457697809,0.0291634351484285
1,1.05843468103558,0.0840618934917408
5,1.09321776498109,-0.100626198863533
1,0.80071275960654,0.0157839866690246
4,0.997427389025688,-0.0886028679986253
2,1.57650739140809,0.000147252488022387
2,0.399506338872015,-0.0654053973465665
1,-1.35555794183165,0.0376934198551442
1,0.947499345056713,-0.0602426859876708
2,1.98886387143284,-0.0256947981567895
5,1.12260924931616,0.00462189275370406
2,-0.93649682123214,-0.03053932744705
3,1.66166028473526,-0.0825033713322459
1,1.38154162652791,0.0303836063903038
3,1.06975139211863,0.0915746243137516
0,0.387692146934569,0.122033311635389
1,-1.09117485582829,0.0806603724799846
2,0.484508294612169,0.12288655122873
2,0.681698421016335,0.0118787265312112
1,-1.08169724419713,0.09949833112805
3,1.6993558537215,-0.0848427115106583
1,-1.5097708646208,0.115707159076989
2,0.765351954847574,-0.0633809863769973
0,-1.88952452689409,-0.15839197845971
3,1.98196185845882,-0.0695325365061051
2,1.43099743127823,-0.00239922896454814
3,-0.167702466249466,0.0738925548502212
2,0.382407949306071,0.0473822849839767
0,-1.83177989721298,0.105295907855186
2,-0.119874979369342,0.0638012346696135
2,-0.509799480438232,-0.154087855102793
1,-1.1273451000452,-0.11266708201809
2,0.844772388227284,0.152123173314739
4,1.09579493198544,-0.144709310365774
0,0.594331186264753,0.0886001375747472
3,1.36913467571139,-0.0900323290836107
2,1.86908791959286,0.213869883252146
0,-0.751935612410307,0.0196186029567664
0,0.836425039917231,0.165932763932485
3,-0.98048750218004,-0.0110969092857208
1,0.462046481668949,0.0258009316281782
2,-1.15669949073344,0.0297136110280578
2,-1.90591642260551,-0.0968053236283933
1,1.07615181431174,-0.0910236236211261
2,-1.23035344295204,-0.0794232173065292
2,-0.80071288626641,-0.0476355510675677
0,-1.90666888467968,0.0202912593382927
0,-0.43599162530154,0.231002004071418
0,0.911351234652102,0.0669515589688685
0,-0.0844194684177637,-0.0455295589382277
0,-1.53709626384079,0.0390365830884611
3,-0.986825088970363,0.0115957026201041
1,-0.616434414871037,-0.0027007970772065
1,-1.54001480154693,0.0240046564321632
1,-0.0627483101561666,-0.0489032967124217
1,0.903126395307481,0.0966297329060619
2,-1.87803085148335,0.0150676278025828
1,-0.720842649228871,-0.0353193330240275
5,1.86145426519215,-0.110228048142591
1,-1.09083232842386,0.00927459364354055
1,-1.40227022022009,-0.0473529352094946
0,1.8098614923656,0.00705143251351337
2,0.423941201530397,0.17216648158519
0,1.02213277760893,0.000597510512582389
3,0.193011688999832,0.110599024705702
2,-1.56055405642837,-0.016610850927688
2,-1.02962378785014,-0.184452466715905
5,-0.94263378996402,-0.22668553408114
4,-0.657232377678156,-0.0514997260358899
5,1.92117993533611,-0.123227926440855
1,-1.89790128916502,-0.102456666097878
2,1.78338101319969,0.0875679588198337
4,-0.933581656776369,0.108609621801364
2,-1.89305094629526,-0.0415649683029413
1,-0.940645430237055,0.0470906365525863
3,-1.63053647708148,0.149243067827807
1,-0.862386372871697,0.0708400805478648
2,-0.512476358562708,0.0122533336350972
1,1.5403239838779,0.120651709238375
2,-0.392062551341951,0.14754212145831
2,-1.52280873246491,0.112679888421123
6,-0.0720303570851684,-0.110399385817491
0,-1.55455368198454,0.0795385920494251
1,0.120710987597704,-0.122404985481745
2,-1.45407267380506,-0.0225702212446381
2,-1.01906897965819,0.130860343068952
1,1.10234183073044,-0.0748514486380463
3,1.73124107345939,0.117991043536929
3,0.567646098323166,0.037046953912117
4,0.327357510104775,-0.0305558328603383
2,1.10707182716578,-0.0536353611542978
1,1.14384843315929,0.0525563656957531
1,-1.74207112751901,-0.0471885196692785
0,-1.26891903951764,-0.0433573450884304
2,-1.08977122046053,0.0279050051759218
2,1.05880303774029,0.038651466633792
2,0.683516705408692,-0.236732408249985
2,-0.802043884992599,0.14028750734287
1,1.97716464754194,-0.176299017624045
3,-1.1392922308296,0.0223410588073867
0,-0.374222345650196,-0.141707948017964
1,-1.29468240775168,0.103028525569615
1,0.0952372038736939,-0.136036072340956
2,-0.409066680818796,0.0865679125524663
1,0.849519305862486,-0.0473262967468684
4,0.287189174443483,0.0414062889862929
3,-0.1644445983693,0.066937969226063
2,-0.961579039692879,0.00221469823676079
2,-0.579411166720092,0.0909634808195368
0,-1.3324398137629,0.113992364744312
3,1.83987449575216,-0.0397309415566653
0,1.95710248779505,0.127041493694862
2,-1.07850597333163,0.114456829052171
2,0.40565818734467,-0.165541098982128
2,0.237069404684007,0.0254111321228021
0,-1.26292040292174,-0.190282964326939
3,1.3731994163245,-0.0133558010911488
6,-0.232562731020153,0.0600170183688771
0,-0.773668009787798,0.0133434421707967
5,1.35631658136845,-0.172238109217646
3,-1.16613425314426,-0.0555212830981264
2,-0.841035452671349,0.0935907150468844
3,0.964303425513208,-0.0219495979565766
1,0.821911826729774,-0.047483771243744
4,-1.31974302232265,-0.0852802534078951
1,0.0964361904188991,-0.0634304966920916
1,1.68656730186194,-0.0768126226271661
2,-0.804377977736294,0.113996417141064
5,-0.614113322459161,-0.148440431432358
1,-0.157647811807692,-0.0572472924673672
2,1.0538824358955,-0.117995173952968
1,0.616501761600375,0.0682509456406932
2,1.52996486332268,-0.123205740846434
4,1.48776937462389,-0.194044523058827
2,0.807661981321871,0.000927466429335499
2,0.638433322310448,-0.0301347281922135
1,-1.33802780602127,-0.136479409749861
2,0.848834575153887,0.0180367248716728
0,-0.96856252849102,0.102097421404461
0,1.67871554289013,0.0731070980280701
4,1.16317828930914,-0.226359420446423
4,1.91145603172481,-0.0460710753466654
2,0.154401887208223,0.0344963521100847
3,-0.887990935705602,-0.0132406815750317
4,1.44636824168265,-0.0886206043882951
2,1.23795919027179,0.0350859195670146
4,1.7356480602175,0.0240279249646485
2,-1.94539972767234,0.119507920937243
3,1.55997091252357,0.0507364062193623
1,1.18731356970966,-0.117887827608701
0,-1.6668832981959,0.173308830221108
4,1.49040069896728,0.119124854725132
1,0.332635738886893,-0.102098034370644
1,1.88971706852317,0.138901794128699
1,-0.50197599362582,0.00297592016209358
2,-1.38380988687277,-0.0811864312182959
1,-0.459092184901237,0.0182113488807401
2,-1.78738129325211,-0.0228287176331606
3,-0.997086787596345,-0.0583578893108891
5,1.05806619860232,-0.0219087658107063
2,-1.14128561317921,-0.0310648897517017
3,-0.0470015136525035,0.0411923437125388
2,-0.869642744772136,0.187196572696389
2,1.58741426840425,-0.127177989784075
2,-1.76412697508931,0.0539383436948804
3,-1.6310504572466,0.0736411502848471
2,0.57816646527499,-0.041229101863696
2,-1.57999591715634,-0.0142702106408948
6,-0.705967134796083,0.131688202202727
3,0.92160873580724,0.0186499012637562
1,-1.5352774458006,0.0673941748594546
4,1.75489882100374,0.0640537907508671
2,-0.825466367416084,0.0248140420521037
0,0.173848459497094,-0.00826732870294944
0,1.77002015989274,0.181018922817364
2,0.974448775872588,-0.0196392554294448
1,0.211386634036899,0.0244795770407102
1,-1.93947961460799,-0.030627374330723
1,-0.718864826485515,0.101521741899
1,0.532972470857203,0.131875630154141
0,1.38628595042974,-0.0326560229128972
2,-0.739735105074942,0.0237805994712605
2,-1.81077810656279,0.0882801801978765
4,1.51158641185611,-0.184235619307664
2,-1.83455159515142,-0.158997883306141
1,0.90960202831775,0.0604850553049068
0,1.2782108867541,0.103565002042301
4,1.67762917280197,0.108238806643606
5,0.287002674303949,0.188206691180089
4,-0.514625755138695,-0.152593161746149
0,1.34747805073857,-0.121373697360587
2,-0.0526332166045904,-0.0685250823075361
2,1.47347851190716,0.0899807083073121
1,-1.94839563779533,0.127797931606091
0,1.77150300703943,0.0872515494996733
1,0.199276532046497,0.113967472974585
4,1.88320895284414,0.0430458946495769
4,1.63938668370247,-0.0194850815217654
1,-1.22489794995636,-0.00127273291584851
1,-1.17730310745537,0.0445163591859181
2,-1.98213453870267,-0.0399164761961904
0,0.590122908353806,0.0158074424505428
4,-0.0959673766046762,-0.203478387174756
2,-1.20978139620274,-0.0244764387935255
1,0.228831683285534,-0.00795883330997471
5,1.8717001657933,-0.0359942800459729
0,1.92798350378871,-0.0560897482028954
2,1.98980229441077,-0.168935724493179
0,-0.823312042281032,0.0296667206756491
3,1.62560286838561,-0.0300723488724549
3,0.747902979142964,-0.0938819825978838
3,-0.0832149600610137,0.103432647828955
2,1.82570017036051,-0.0965452856954527
3,-0.997864227741957,0.13125431783717
2,-0.334624878130853,0.0496170015444533
1,-1.62416836991906,0.0420162686306953
1,0.896240411326289,-0.111749013069476
2,0.280072208493948,0.181984680105688
2,1.2554536210373,-0.0327972937796039
1,0.558204245753586,-0.0236114059191206
2,0.992924870923162,0.176214135268732
1,-1.40448606107384,0.099480973266028
0,-0.176420441828668,-0.0097456845354591
2,0.491217906586826,-0.00739659873587806
2,-0.430655767209828,-0.108393802720955
1,0.613153937272727,0.174392669298543
1,-1.02016978524625,0.0518419090555169
0,-0.192811669781804,-0.165755867067306
1,-0.374941939488053,-0.191771369514055
3,-1.69439185783267,0.0700951457718977
1,0.0726842414587736,0.00339294000423696
3,-0.482972747646272,-0.15802237142751
0,0.465701048262417,-0.197545656928397
2,-0.866964777931571,0.0439301977883115
1,-1.3626092094928,0.0778936888268214
3,0.178045812062919,0.109945839057493
3,-1.5603856742382,0.113806113544865
2,-1.80406733695418,-0.157219160111479
6,-1.02146471850574,-0.0263712145015108
1,0.0553053179755807,-0.0136257532588958
2,1.33495601452887,-0.0385589855063432
2,-0.55727965105325,0.0468080529000821
3,-0.564044318161905,0.0917924318579515
1,1.12736078444868,-0.210052023783076
1,1.66321615036577,0.0352105066956721
1,0.497765358537436,-0.104354940818478
0,1.20452010352165,0.00235579057768343
0,-1.89830396696925,0.199345940677731
4,-1.65218734461814,0.0836003172765356
2,0.55340567138046,0.123947553296349
2,-0.50984981097281,0.076007300996491
0,1.11515749525279,-0.0890575372782255
1,-1.92902080807835,-0.0917736195441385
6,0.126301480457187,-0.00387111716608912
2,-1.56060239393264,-0.0263716617267006
2,1.14242100622505,0.0919036977698324
2,-1.77121642883867,0.14133483002556
0,-1.6770982015878,0.0225543625063078
1,0.571056347340345,0.0428760914326212
1,-1.60985071118921,0.0553363000413281
2,-0.926336753182113,0.0708063894375557
1,0.0807062201201916,0.217579478785931
2,1.90463273413479,0.0892175798168249
4,-1.79509884491563,-0.0373786210965339
6,0.213435712270439,-0.0287944567882347
1,1.40367240924388,-0.0235005449861355
5,0.409324279054999,-0.169474225220454
4,-1.60131694190204,0.0699417669708353
2,0.378017468377948,0.0661213883786831
1,-0.651950245723128,-0.00110276560939226
0,1.5637970501557,-0.0595738627744724
1,-1.70041216444224,-0.068122749430957
3,-0.0232761781662703,0.0514170418281659
4,1.83714452758431,0.126779836610038
0,-1.8089004335925,0.0356470817544337
3,0.943604676052928,-0.181138508104442
3,1.60540453903377,-0.0162201293040813
2,-1.47116741910577,-0.0269332688702999
4,-1.94974024780095,0.0965902000208192
2,0.622195691801608,0.358833936903982
4,-0.327215558849275,-0.129295020058591
5,-1.28523309528828,-0.0387220857745419
2,1.78845943789929,-0.0322083038527191
2,1.60316697321832,0.0385837552525496
2,1.25305499695241,0.0726158138877939
2,-0.870774594135582,-0.0668823220676287
2,0.999602266587317,-0.0207940580978063
2,-0.418548109009862,-0.263818762660308
1,-1.75076725427061,-0.0719980517450318
0,-1.2373569002375,-0.0600060236882728
4,-1.01249819155782,-0.00410050505603388
4,0.288072937168181,-0.0917095679076279
3,-0.775268021039665,0.160603780571441
1,0.192291545681655,0.0767753440797247
3,-0.452342664822936,0.0721175779669625
1,1.39505847450346,-0.173974954688637
2,1.94121258147061,0.221967952192404
1,-0.420838636346161,-0.0328878038642408
2,0.37695113196969,0.0639805686914157
2,1.18414957541972,-0.0668914152707388
1,0.812374779954553,-0.0993351235720066
4,-0.345500744879246,-0.0617305897846522
2,1.39318550843745,-0.0656278549549698
2,1.16555301193148,-0.131251557164254
1,1.6529091745615,0.0268364186613432
2,-1.80610076989979,-0.0541184901088498
0,1.00764876976609,-0.121790006491485
1,0.785331606864929,-0.017678720201997
2,-1.7657498633489,0.115597779000853
2,1.17687649838626,-0.143246607316759
2,0.297546220943332,0.113466090056873
2,-1.41287497151643,-0.00266656745541249
2,-1.8348452122882,-0.0794542937073517
1,1.38124684151262,0.164586818206006
2,0.27572410646826,-0.0493537478340259
0,-1.65095129050314,0.0039723194252228
2,-0.648904575966299,0.0570025553671381
1,0.913365828804672,0.0768931795289445
2,0.41468268353492,-0.0251147321234617
0,1.15491209831089,0.0110690709461612
3,-0.10988942719996,0.0572822185530435
2,-1.96537120640278,0.0377521762970521
3,-1.56022489536554,0.0777150524971624
2,0.376920785754919,-0.0747630549199182
0,-0.319103688001633,-0.018848347991839
0,1.96792488358915,-0.0204903449396153
2,0.827915830537677,-0.0845389686579816
2,-0.889059389941394,0.18675049941966
2,-0.357264281250536,0.0303262349614106
1,0.229798603802919,-0.189885883506071
2,1.41253818944097,0.11018860641353
1,1.88652397040278,0.149350468070048
0,0.276924879290164,0.0628506216977578
1,1.68794417008758,-0.0782693793483425
0,-0.203645890578628,-0.133567186728729
2,-0.802307759411633,-0.0387777425362593
1,-1.43773521762341,0.198169235938533
4,-0.266276024281979,0.0826249490952244
3,-0.315002108924091,-0.0909331635468801
3,-0.903737575747073,-0.0911500183343011
0,-0.0473300367593765,-0.0259409165978649
1,1.35966736171395,0.0824753592049536
1,0.499720623716712,0.0817918447605852
2,0.434812229126692,0.0701700418750144
5,1.31119498051703,0.0841882734482575
6,0.385321727022529,-0.00654200968742602
1,-0.11878515407443,0.0744403585604687
3,0.755995286628604,-0.0992068383732841
4,-0.823970928788185,-0.0940691838212682
4,1.2642814386636,-0.0159000521910363
2,-1.21654252242297,0.102569246017411
5,-1.96609923895448,-0.0174326545916056
0,0.509400617331266,-0.0589398812065443
1,0.192757206968963,-0.0337140743270756
3,0.712247812189162,-0.0114078025286038
1,-0.545567779801786,0.118801970187377
0,1.2708136793226,-0.0116687044349892
1,1.30784984398633,0.0998219037337771
1,-1.49375778995454,0.0218170736446193
0,-0.026100036688149,0.0915168426773534
3,1.44648048188537,0.102418585385581
3,-0.517046176828444,-0.0690564908961411
2,-1.89881559181958,-0.123850755275973
5,-0.129581709392369,0.0131539235513591
2,-0.747928377240896,-0.13005981727477
2,0.911808100529015,-0.122971416426367
3,-1.60505847353488,0.0464772216007534
1,0.890919273719192,0.00409430192738847
5,1.67577258031815,0.0636361928590983
1,0.807406760752201,0.0211298140883682
1,0.311576154083014,0.257646805461569
1,1.72458775527775,0.0930805570252753
0,0.244976474903524,-0.096037344578087
3,-1.08217783458531,-0.219338562588595
2,0.463158403523266,0.0573657588622141
2,0.237193954177201,0.0132246184033797
1,1.20536053366959,0.120088369223394
1,-1.7946595326066,-0.0507199602306033
2,1.23895136546344,0.106037485634951
2,1.05184425227344,-0.0461348426548305
0,1.04212416429073,-0.0130705726418058
3,-1.49506834801286,-0.0199884861744956
0,-1.84974431246519,0.144725284669214
2,1.64586548414081,-0.130042067835148
1,0.495583210140467,0.0344135738413933
1,-0.502150002866983,-0.196745636843249
1,-1.36483330000192,-0.107374613291644
0,-1.67013659887016,0.129335092823703
0,-1.49726746045053,0.0357788357434916
2,0.75603221077472,-0.0131801043286941
2,1.7857365142554,-0.202374343752947
2,0.823657645843923,-0.0823630820296759
2,1.32771140709519,-0.0248220295838769
1,1.95163925271481,0.0667810714284407
0,-0.191504361107945,0.0734860556955017
2,-1.87042850162834,0.023865252654603
2,-1.21058384049684,-0.134533188877862
2,1.17265956569463,-0.0858567698909342
0,-1.94246334768832,0.053207604259093
2,-0.130890897475183,0.129302494969824
4,-1.47849344555289,0.130034799625908
0,-0.968199663795531,0.0435280091851977
1,0.390079529955983,0.11628928598802
2,1.86599322035909,0.0202478091227491
3,0.022832989692688,0.0472395268292629
1,1.35018389672041,0.00405966274976444
2,-0.595519002526999,-0.0356519845250476
3,1.9123951960355,-0.121370054508699
2,1.9428106052801,-0.155224066215912
1,-1.21624932903796,0.220567005475002
2,-1.41782329324633,0.00677403694948753
5,1.67727116961032,0.0925883283802458
3,-0.827253166586161,-0.193247679031174
1,1.27125566452742,-0.10965579347019
1,0.836679698899388,0.129967216924938
2,1.56353362090886,-0.150676365448012
2,-1.44822005275637,0.0889036135880545
3,1.74955976381898,-0.0631561741833859
3,-0.818959944881499,-0.0480356704392001
2,1.73430050071329,-0.224779579755018
2,0.1299863839522,0.100944967172897
3,-1.92973717208952,-0.00166547858161847
1,-1.3394668744877,0.0736418621380548
2,0.0362445572391152,-0.033835340540077
0,0.147491337731481,-0.0748342402352878
1,1.24830515682697,-0.0638363183743275
1,-1.47648528963327,0.0395574942439934
1,-1.67462413851172,0.0247115722242359
0,1.61588862910867,0.0405309748867655
1,0.564076015725732,-0.186525184165487
2,1.85867055505514,0.0635129795315681
6,-0.661810896359384,0.0611178972677933
4,-1.36059453710914,-0.0379671086005303
2,1.89332683105022,-0.134140421030613
4,1.38468548748642,0.0231428900279143
1,0.567091344855726,0.102246890981152
3,0.65090632904321,0.139869762267863
3,-0.484534909017384,0.221047776665353
5,-1.62061595544219,-0.175780104739439
2,1.00463340245187,-0.190614596753609
0,-1.38154520373791,0.135973824838734
2,-1.41373211052269,0.00449392124726344
2,1.20790987089276,-0.0620814267584302
1,-1.27924478054047,0.159564460273055
4,1.22820918541402,0.0345562071103305
2,0.779783140867949,-0.018394347426165
5,1.48447602987289,0.123745335221567
2,1.85282491333783,-0.011680058262686
4,1.42113746050745,-0.143024065336715
2,-1.91668509878218,0.0175114173664712
1,-1.28521930146962,0.12981510866746
0,1.29896230436862,-0.111059291814763
2,-1.44262871425599,0.05752386154949
1,1.36062103137374,0.0165265345674117
2,-1.57091616373509,0.042115470067837
0,-0.504517240449786,-0.0289699934221556
2,1.28909186087549,0.0974127644785099
2,1.58952700253576,-0.0984420066092195
3,0.227632678113878,0.0116620716758036
3,-0.00407610833644867,0.136236888204949
2,1.54309003893286,0.0348577335878268
0,-1.72575068101287,-0.0282873633108087
3,1.62017760705203,0.00573233211634405
6,-1.56254203803837,-0.0157728561030421
5,1.36513321381062,0.128873727090032
1,0.602868401445448,-0.0772373663160066
3,0.0219774870201945,0.0911030586076005
2,1.81181471981108,-0.0905515071668742
3,-1.24264786113054,-0.0739584740910126
1,-1.89194787386805,-0.0111274827653812
